"","Year","Month","Day","Time","TrafX_Count","Date_Time"
"118","22","02","17","15",40,"22 02 17 15"
"119","22","02","17","16",28,"22 02 17 16"
"120","22","02","17","17",13,"22 02 17 17"
"121","22","02","17","18",0,"22 02 17 18"
"122","22","02","17","19",0,"22 02 17 19"
"123","22","02","17","20",0,"22 02 17 20"
"124","22","02","17","21",0,"22 02 17 21"
"125","22","02","17","22",0,"22 02 17 22"
"126","22","02","17","23",0,"22 02 17 23"
"127","22","02","18","00",0,"22 02 18 00"
"128","22","02","18","01",0,"22 02 18 01"
"129","22","02","18","02",0,"22 02 18 02"
"130","22","02","18","03",0,"22 02 18 03"
"131","22","02","18","04",0,"22 02 18 04"
"132","22","02","18","05",0,"22 02 18 05"
"133","22","02","18","06",0,"22 02 18 06"
"134","22","02","18","07",8,"22 02 18 07"
"135","22","02","18","08",0,"22 02 18 08"
"136","22","02","18","09",8,"22 02 18 09"
"137","22","02","18","10",10,"22 02 18 10"
"138","22","02","18","11",12,"22 02 18 11"
"139","22","02","18","12",28,"22 02 18 12"
"140","22","02","18","13",12,"22 02 18 13"
"141","22","02","18","14",14,"22 02 18 14"
"142","22","02","18","15",16,"22 02 18 15"
"143","22","02","18","16",27,"22 02 18 16"
"144","22","02","18","17",15,"22 02 18 17"
"145","22","02","18","18",0,"22 02 18 18"
"146","22","02","18","19",0,"22 02 18 19"
"147","22","02","18","20",0,"22 02 18 20"
"148","22","02","18","21",0,"22 02 18 21"
"149","22","02","18","22",0,"22 02 18 22"
"150","22","02","18","23",0,"22 02 18 23"
"151","22","02","19","00",0,"22 02 19 00"
"152","22","02","19","01",0,"22 02 19 01"
"153","22","02","19","02",0,"22 02 19 02"
"154","22","02","19","03",0,"22 02 19 03"
"155","22","02","19","04",0,"22 02 19 04"
"156","22","02","19","05",0,"22 02 19 05"
"157","22","02","19","06",0,"22 02 19 06"
"158","22","02","19","07",2,"22 02 19 07"
"159","22","02","19","08",7,"22 02 19 08"
"160","22","02","19","09",35,"22 02 19 09"
"161","22","02","19","10",40,"22 02 19 10"
"162","22","02","19","11",51,"22 02 19 11"
"163","22","02","19","12",40,"22 02 19 12"
"164","22","02","19","13",31,"22 02 19 13"
"165","22","02","19","14",68,"22 02 19 14"
"166","22","02","19","15",17,"22 02 19 15"
"167","22","02","19","16",22,"22 02 19 16"
"168","22","02","19","17",4,"22 02 19 17"
"169","22","02","19","18",0,"22 02 19 18"
"170","22","02","19","19",0,"22 02 19 19"
"171","22","02","19","20",0,"22 02 19 20"
"172","22","02","19","21",0,"22 02 19 21"
"173","22","02","19","22",0,"22 02 19 22"
"174","22","02","19","23",0,"22 02 19 23"
"175","22","02","20","00",0,"22 02 20 00"
"176","22","02","20","01",0,"22 02 20 01"
"177","22","02","20","02",0,"22 02 20 02"
"178","22","02","20","03",0,"22 02 20 03"
"179","22","02","20","04",0,"22 02 20 04"
"180","22","02","20","05",0,"22 02 20 05"
"181","22","02","20","06",0,"22 02 20 06"
"182","22","02","20","07",5,"22 02 20 07"
"183","22","02","20","08",24,"22 02 20 08"
"184","22","02","20","09",23,"22 02 20 09"
"185","22","02","20","10",59,"22 02 20 10"
"186","22","02","20","11",40,"22 02 20 11"
"187","22","02","20","12",45,"22 02 20 12"
"188","22","02","20","13",39,"22 02 20 13"
"189","22","02","20","14",64,"22 02 20 14"
"190","22","02","20","15",76,"22 02 20 15"
"191","22","02","20","16",51,"22 02 20 16"
"192","22","02","20","17",14,"22 02 20 17"
"193","22","02","20","18",2,"22 02 20 18"
"194","22","02","20","19",0,"22 02 20 19"
"195","22","02","20","20",0,"22 02 20 20"
"196","22","02","20","21",0,"22 02 20 21"
"197","22","02","20","22",0,"22 02 20 22"
"198","22","02","20","23",0,"22 02 20 23"
"199","22","02","21","00",0,"22 02 21 00"
"200","22","02","21","01",0,"22 02 21 01"
"201","22","02","21","02",0,"22 02 21 02"
"202","22","02","21","03",0,"22 02 21 03"
"203","22","02","21","04",0,"22 02 21 04"
"204","22","02","21","05",0,"22 02 21 05"
"205","22","02","21","06",0,"22 02 21 06"
"206","22","02","21","07",0,"22 02 21 07"
"207","22","02","21","08",26,"22 02 21 08"
"208","22","02","21","09",26,"22 02 21 09"
"209","22","02","21","10",34,"22 02 21 10"
"210","22","02","21","11",62,"22 02 21 11"
"211","22","02","21","12",45,"22 02 21 12"
"212","22","02","21","13",58,"22 02 21 13"
"213","22","02","21","14",51,"22 02 21 14"
"214","22","02","21","15",55,"22 02 21 15"
"215","22","02","21","16",44,"22 02 21 16"
"216","22","02","21","17",14,"22 02 21 17"
"217","22","02","21","18",0,"22 02 21 18"
"218","22","02","21","19",4,"22 02 21 19"
"219","22","02","21","20",0,"22 02 21 20"
"220","22","02","21","21",0,"22 02 21 21"
"221","22","02","21","22",0,"22 02 21 22"
"222","22","02","21","23",0,"22 02 21 23"
"223","22","02","22","00",0,"22 02 22 00"
"224","22","02","22","01",0,"22 02 22 01"
"225","22","02","22","02",0,"22 02 22 02"
"226","22","02","22","03",0,"22 02 22 03"
"227","22","02","22","04",0,"22 02 22 04"
"228","22","02","22","05",0,"22 02 22 05"
"229","22","02","22","06",0,"22 02 22 06"
"230","22","02","22","07",1,"22 02 22 07"
"231","22","02","22","08",4,"22 02 22 08"
"232","22","02","22","09",27,"22 02 22 09"
"233","22","02","22","10",43,"22 02 22 10"
"234","22","02","22","11",31,"22 02 22 11"
"235","22","02","22","12",15,"22 02 22 12"
"236","22","02","22","13",0,"22 02 22 13"
"237","22","02","22","14",0,"22 02 22 14"
"238","22","02","22","15",0,"22 02 22 15"
"239","22","02","22","16",10,"22 02 22 16"
"240","22","02","22","17",7,"22 02 22 17"
"241","22","02","22","18",0,"22 02 22 18"
"242","22","02","22","19",0,"22 02 22 19"
"243","22","02","22","20",0,"22 02 22 20"
"244","22","02","22","21",0,"22 02 22 21"
"245","22","02","22","22",0,"22 02 22 22"
"246","22","02","22","23",0,"22 02 22 23"
"247","22","02","23","00",0,"22 02 23 00"
"248","22","02","23","01",0,"22 02 23 01"
"249","22","02","23","02",0,"22 02 23 02"
"250","22","02","23","03",0,"22 02 23 03"
"251","22","02","23","04",0,"22 02 23 04"
"252","22","02","23","05",0,"22 02 23 05"
"253","22","02","23","06",4,"22 02 23 06"
"254","22","02","23","07",2,"22 02 23 07"
"255","22","02","23","08",5,"22 02 23 08"
"256","22","02","23","09",8,"22 02 23 09"
"257","22","02","23","10",9,"22 02 23 10"
"258","22","02","23","11",20,"22 02 23 11"
"259","22","02","23","12",36,"22 02 23 12"
"260","22","02","23","13",33,"22 02 23 13"
"261","22","02","23","14",13,"22 02 23 14"
"262","22","02","23","15",32,"22 02 23 15"
"263","22","02","23","16",43,"22 02 23 16"
"264","22","02","23","17",28,"22 02 23 17"
"265","22","02","23","18",0,"22 02 23 18"
"266","22","02","23","19",0,"22 02 23 19"
"267","22","02","23","20",0,"22 02 23 20"
"268","22","02","23","21",0,"22 02 23 21"
"269","22","02","23","22",0,"22 02 23 22"
"270","22","02","23","23",0,"22 02 23 23"
"271","22","02","24","00",0,"22 02 24 00"
"272","22","02","24","01",0,"22 02 24 01"
"273","22","02","24","02",0,"22 02 24 02"
"274","22","02","24","03",0,"22 02 24 03"
"275","22","02","24","04",0,"22 02 24 04"
"276","22","02","24","05",0,"22 02 24 05"
"277","22","02","24","06",1,"22 02 24 06"
"278","22","02","24","07",4,"22 02 24 07"
"279","22","02","24","08",12,"22 02 24 08"
"280","22","02","24","09",17,"22 02 24 09"
"281","22","02","24","10",34,"22 02 24 10"
"282","22","02","24","11",15,"22 02 24 11"
"283","22","02","24","12",19,"22 02 24 12"
"284","22","02","24","14",27,"22 02 24 14"
"285","22","02","24","15",30,"22 02 24 15"
"286","22","02","24","16",40,"22 02 24 16"
"287","22","02","24","17",13,"22 02 24 17"
"288","22","02","24","18",0,"22 02 24 18"
"289","22","02","24","19",0,"22 02 24 19"
"290","22","02","24","20",0,"22 02 24 20"
"291","22","02","24","21",0,"22 02 24 21"
"292","22","02","24","22",0,"22 02 24 22"
"293","22","02","24","23",0,"22 02 24 23"
"294","22","02","25","00",0,"22 02 25 00"
"295","22","02","25","01",0,"22 02 25 01"
"296","22","02","25","02",0,"22 02 25 02"
"297","22","02","25","03",0,"22 02 25 03"
"298","22","02","25","04",0,"22 02 25 04"
"299","22","02","25","05",0,"22 02 25 05"
"300","22","02","25","06",0,"22 02 25 06"
"301","22","02","25","07",0,"22 02 25 07"
"302","22","02","25","08",7,"22 02 25 08"
"303","22","02","25","09",0,"22 02 25 09"
"304","22","02","25","10",6,"22 02 25 10"
"305","22","02","25","11",6,"22 02 25 11"
"306","22","02","25","12",6,"22 02 25 12"
"307","22","02","25","13",0,"22 02 25 13"
"308","22","02","25","14",9,"22 02 25 14"
"309","22","02","25","15",17,"22 02 25 15"
"310","22","02","25","16",13,"22 02 25 16"
"311","22","02","25","17",2,"22 02 25 17"
"312","22","02","25","18",0,"22 02 25 18"
"313","22","02","25","19",3,"22 02 25 19"
"314","22","02","25","20",0,"22 02 25 20"
"315","22","02","25","21",0,"22 02 25 21"
"316","22","02","25","22",0,"22 02 25 22"
"317","22","02","25","23",0,"22 02 25 23"
"318","22","02","26","00",0,"22 02 26 00"
"319","22","02","26","01",0,"22 02 26 01"
"320","22","02","26","02",0,"22 02 26 02"
"321","22","02","26","03",0,"22 02 26 03"
"322","22","02","26","04",0,"22 02 26 04"
"323","22","02","26","05",0,"22 02 26 05"
"324","22","02","26","06",0,"22 02 26 06"
"325","22","02","26","07",0,"22 02 26 07"
"326","22","02","26","08",12,"22 02 26 08"
"327","22","02","26","09",48,"22 02 26 09"
"328","22","02","26","10",151,"22 02 26 10"
"329","22","02","26","11",23,"22 02 26 11"
"330","22","02","26","12",44,"22 02 26 12"
"331","22","02","26","13",70,"22 02 26 13"
"332","22","02","26","14",76,"22 02 26 14"
"333","22","02","26","15",70,"22 02 26 15"
"334","22","02","26","16",37,"22 02 26 16"
"335","22","02","26","17",0,"22 02 26 17"
"336","22","02","26","18",0,"22 02 26 18"
"337","22","02","26","19",0,"22 02 26 19"
"338","22","02","26","20",0,"22 02 26 20"
"339","22","02","26","21",0,"22 02 26 21"
"340","22","02","26","22",0,"22 02 26 22"
"341","22","02","26","23",0,"22 02 26 23"
"342","22","02","27","00",0,"22 02 27 00"
"343","22","02","27","01",0,"22 02 27 01"
"344","22","02","27","02",0,"22 02 27 02"
"345","22","02","27","03",0,"22 02 27 03"
"346","22","02","27","04",0,"22 02 27 04"
"347","22","02","27","05",0,"22 02 27 05"
"348","22","02","27","06",0,"22 02 27 06"
"349","22","02","27","07",7,"22 02 27 07"
"350","22","02","27","08",8,"22 02 27 08"
"351","22","02","27","09",20,"22 02 27 09"
"352","22","02","27","10",25,"22 02 27 10"
"353","22","02","27","11",50,"22 02 27 11"
"354","22","02","27","12",67,"22 02 27 12"
"355","22","02","27","13",73,"22 02 27 13"
"356","22","02","27","14",61,"22 02 27 14"
"357","22","02","27","15",29,"22 02 27 15"
"358","22","02","27","16",12,"22 02 27 16"
"359","22","02","27","17",33,"22 02 27 17"
"360","22","02","27","18",0,"22 02 27 18"
"361","22","02","27","19",0,"22 02 27 19"
"362","22","02","27","20",0,"22 02 27 20"
"363","22","02","27","21",0,"22 02 27 21"
"364","22","02","27","22",0,"22 02 27 22"
"365","22","02","27","23",0,"22 02 27 23"
"366","22","02","28","00",0,"22 02 28 00"
"367","22","02","28","01",0,"22 02 28 01"
"368","22","02","28","02",0,"22 02 28 02"
"369","22","02","28","03",0,"22 02 28 03"
"370","22","02","28","04",0,"22 02 28 04"
"371","22","02","28","05",0,"22 02 28 05"
"372","22","02","28","06",0,"22 02 28 06"
"373","22","02","28","07",9,"22 02 28 07"
"374","22","02","28","08",54,"22 02 28 08"
"375","22","02","28","09",28,"22 02 28 09"
"376","22","02","28","10",30,"22 02 28 10"
"377","22","02","28","11",29,"22 02 28 11"
"378","22","02","28","12",27,"22 02 28 12"
"379","22","02","28","13",17,"22 02 28 13"
"380","22","02","28","14",28,"22 02 28 14"
"381","22","02","28","15",21,"22 02 28 15"
"382","22","02","28","16",48,"22 02 28 16"
"383","22","02","28","17",13,"22 02 28 17"
"384","22","02","28","18",4,"22 02 28 18"
"385","22","02","28","19",0,"22 02 28 19"
"386","22","02","28","20",0,"22 02 28 20"
"387","22","02","28","21",0,"22 02 28 21"
"388","22","02","28","22",0,"22 02 28 22"
"389","22","02","28","23",0,"22 02 28 23"
"390","22","03","01","00",0,"22 03 01 00"
"391","22","03","01","01",0,"22 03 01 01"
"392","22","03","01","02",0,"22 03 01 02"
"393","22","03","01","03",0,"22 03 01 03"
"394","22","03","01","04",0,"22 03 01 04"
"395","22","03","01","05",0,"22 03 01 05"
"396","22","03","01","06",1,"22 03 01 06"
"397","22","03","01","07",5,"22 03 01 07"
"398","22","03","01","08",8,"22 03 01 08"
"399","22","03","01","09",35,"22 03 01 09"
"400","22","03","01","10",18,"22 03 01 10"
"401","22","03","01","11",13,"22 03 01 11"
"402","22","03","01","12",35,"22 03 01 12"
"403","22","03","01","13",30,"22 03 01 13"
"404","22","03","01","14",20,"22 03 01 14"
"405","22","03","01","15",9,"22 03 01 15"
"406","22","03","01","16",4,"22 03 01 16"
"407","22","03","01","17",11,"22 03 01 17"
"408","22","03","01","18",0,"22 03 01 18"
"409","22","03","01","19",0,"22 03 01 19"
"410","22","03","01","20",0,"22 03 01 20"
"411","22","03","01","21",0,"22 03 01 21"
"412","22","03","01","22",0,"22 03 01 22"
"413","22","03","01","23",0,"22 03 01 23"
"414","22","03","02","00",0,"22 03 02 00"
"415","22","03","02","01",0,"22 03 02 01"
"416","22","03","02","02",0,"22 03 02 02"
"417","22","03","02","03",0,"22 03 02 03"
"418","22","03","02","04",0,"22 03 02 04"
"419","22","03","02","05",0,"22 03 02 05"
"420","22","03","02","06",0,"22 03 02 06"
"421","22","03","02","07",4,"22 03 02 07"
"422","22","03","02","08",8,"22 03 02 08"
"423","22","03","02","09",30,"22 03 02 09"
"424","22","03","02","10",20,"22 03 02 10"
"425","22","03","02","11",9,"22 03 02 11"
"426","22","03","02","12",13,"22 03 02 12"
"427","22","03","02","13",15,"22 03 02 13"
"428","22","03","02","14",26,"22 03 02 14"
"429","22","03","02","15",43,"22 03 02 15"
"430","22","03","02","16",25,"22 03 02 16"
"431","22","03","02","17",7,"22 03 02 17"
"432","22","03","02","18",2,"22 03 02 18"
"433","22","03","02","19",0,"22 03 02 19"
"434","22","03","02","20",0,"22 03 02 20"
"435","22","03","02","21",0,"22 03 02 21"
"436","22","03","02","22",0,"22 03 02 22"
"437","22","03","02","23",0,"22 03 02 23"
"438","22","03","03","00",0,"22 03 03 00"
"439","22","03","03","01",0,"22 03 03 01"
"440","22","03","03","02",0,"22 03 03 02"
"441","22","03","03","03",0,"22 03 03 03"
"442","22","03","03","04",0,"22 03 03 04"
"443","22","03","03","05",0,"22 03 03 05"
"444","22","03","03","06",3,"22 03 03 06"
"445","22","03","03","07",10,"22 03 03 07"
"446","22","03","03","08",4,"22 03 03 08"
"447","22","03","03","09",18,"22 03 03 09"
"448","22","03","03","10",24,"22 03 03 10"
"449","22","03","03","11",25,"22 03 03 11"
"450","22","03","03","12",28,"22 03 03 12"
"451","22","03","03","13",10,"22 03 03 13"
"452","22","03","03","14",6,"22 03 03 14"
"453","22","03","03","15",20,"22 03 03 15"
"454","22","03","03","16",39,"22 03 03 16"
"455","22","03","03","17",26,"22 03 03 17"
"456","22","03","03","18",5,"22 03 03 18"
"457","22","03","03","19",0,"22 03 03 19"
"458","22","03","03","20",0,"22 03 03 20"
"459","22","03","03","21",0,"22 03 03 21"
"460","22","03","03","22",0,"22 03 03 22"
"461","22","03","03","23",0,"22 03 03 23"
"462","22","03","04","00",0,"22 03 04 00"
"463","22","03","04","01",0,"22 03 04 01"
"464","22","03","04","02",0,"22 03 04 02"
"465","22","03","04","03",0,"22 03 04 03"
"466","22","03","04","04",0,"22 03 04 04"
"467","22","03","04","05",0,"22 03 04 05"
"468","22","03","04","06",0,"22 03 04 06"
"469","22","03","04","07",29,"22 03 04 07"
"470","22","03","04","08",4,"22 03 04 08"
"471","22","03","04","09",20,"22 03 04 09"
"472","22","03","04","10",57,"22 03 04 10"
"473","22","03","04","11",21,"22 03 04 11"
"474","22","03","04","12",26,"22 03 04 12"
"475","22","03","04","13",36,"22 03 04 13"
"476","22","03","04","14",28,"22 03 04 14"
"477","22","03","04","15",28,"22 03 04 15"
"478","22","03","04","16",33,"22 03 04 16"
"479","22","03","04","17",37,"22 03 04 17"
"480","22","03","04","18",3,"22 03 04 18"
"481","22","03","04","19",0,"22 03 04 19"
"482","22","03","04","20",0,"22 03 04 20"
"483","22","03","04","21",0,"22 03 04 21"
"484","22","03","04","22",0,"22 03 04 22"
"485","22","03","04","23",0,"22 03 04 23"
"486","22","03","05","00",0,"22 03 05 00"
"487","22","03","05","01",0,"22 03 05 01"
"488","22","03","05","02",0,"22 03 05 02"
"489","22","03","05","03",0,"22 03 05 03"
"490","22","03","05","04",0,"22 03 05 04"
"491","22","03","05","05",0,"22 03 05 05"
"492","22","03","05","06",0,"22 03 05 06"
"493","22","03","05","07",7,"22 03 05 07"
"494","22","03","05","08",23,"22 03 05 08"
"495","22","03","05","09",30,"22 03 05 09"
"496","22","03","05","10",52,"22 03 05 10"
"497","22","03","05","11",55,"22 03 05 11"
"498","22","03","05","12",56,"22 03 05 12"
"499","22","03","05","13",54,"22 03 05 13"
"500","22","03","05","14",66,"22 03 05 14"
"501","22","03","05","15",65,"22 03 05 15"
"502","22","03","05","16",45,"22 03 05 16"
"503","22","03","05","17",39,"22 03 05 17"
"504","22","03","05","18",0,"22 03 05 18"
"505","22","03","05","19",0,"22 03 05 19"
"506","22","03","05","20",0,"22 03 05 20"
"507","22","03","05","21",0,"22 03 05 21"
"508","22","03","05","22",0,"22 03 05 22"
"509","22","03","05","23",0,"22 03 05 23"
"510","22","03","06","00",0,"22 03 06 00"
"511","22","03","06","01",0,"22 03 06 01"
"512","22","03","06","02",0,"22 03 06 02"
"513","22","03","06","03",0,"22 03 06 03"
"514","22","03","06","04",0,"22 03 06 04"
"515","22","03","06","05",0,"22 03 06 05"
"516","22","03","06","06",1,"22 03 06 06"
"517","22","03","06","07",4,"22 03 06 07"
"518","22","03","06","08",11,"22 03 06 08"
"519","22","03","06","09",13,"22 03 06 09"
"520","22","03","06","10",23,"22 03 06 10"
"521","22","03","06","11",3,"22 03 06 11"
"522","22","03","06","12",5,"22 03 06 12"
"523","22","03","06","13",0,"22 03 06 13"
"524","22","03","06","14",6,"22 03 06 14"
"525","22","03","06","15",14,"22 03 06 15"
"526","22","03","06","16",9,"22 03 06 16"
"527","22","03","06","17",0,"22 03 06 17"
"528","22","03","06","18",0,"22 03 06 18"
"529","22","03","06","19",0,"22 03 06 19"
"530","22","03","06","20",0,"22 03 06 20"
"531","22","03","06","21",0,"22 03 06 21"
"532","22","03","06","22",0,"22 03 06 22"
"533","22","03","06","23",0,"22 03 06 23"
"534","22","03","07","00",0,"22 03 07 00"
"535","22","03","07","01",0,"22 03 07 01"
"536","22","03","07","02",0,"22 03 07 02"
"537","22","03","07","03",0,"22 03 07 03"
"538","22","03","07","04",0,"22 03 07 04"
"539","22","03","07","05",0,"22 03 07 05"
"540","22","03","07","06",0,"22 03 07 06"
"541","22","03","07","07",17,"22 03 07 07"
"542","22","03","07","08",20,"22 03 07 08"
"543","22","03","07","09",28,"22 03 07 09"
"544","22","03","07","10",13,"22 03 07 10"
"545","22","03","07","11",23,"22 03 07 11"
"546","22","03","07","12",9,"22 03 07 12"
"547","22","03","07","13",27,"22 03 07 13"
"548","22","03","07","14",23,"22 03 07 14"
"549","22","03","07","15",22,"22 03 07 15"
"550","22","03","07","16",20,"22 03 07 16"
"551","22","03","07","17",5,"22 03 07 17"
"552","22","03","07","18",4,"22 03 07 18"
"553","22","03","07","19",0,"22 03 07 19"
"554","22","03","07","20",0,"22 03 07 20"
"555","22","03","07","21",2,"22 03 07 21"
"556","22","03","07","22",0,"22 03 07 22"
"557","22","03","07","23",0,"22 03 07 23"
"558","22","03","08","00",0,"22 03 08 00"
"559","22","03","08","01",0,"22 03 08 01"
"560","22","03","08","02",0,"22 03 08 02"
"561","22","03","08","03",0,"22 03 08 03"
"562","22","03","08","04",0,"22 03 08 04"
"563","22","03","08","05",4,"22 03 08 05"
"564","22","03","08","06",0,"22 03 08 06"
"565","22","03","08","07",8,"22 03 08 07"
"566","22","03","08","08",13,"22 03 08 08"
"567","22","03","08","09",25,"22 03 08 09"
"568","22","03","08","10",41,"22 03 08 10"
"569","22","03","08","11",31,"22 03 08 11"
"570","22","03","08","12",12,"22 03 08 12"
"571","22","03","08","13",17,"22 03 08 13"
"572","22","03","08","14",16,"22 03 08 14"
"573","22","03","08","15",35,"22 03 08 15"
"574","22","03","08","16",50,"22 03 08 16"
"575","22","03","08","17",19,"22 03 08 17"
"576","22","03","08","18",0,"22 03 08 18"
"577","22","03","08","19",0,"22 03 08 19"
"578","22","03","08","20",0,"22 03 08 20"
"579","22","03","08","21",0,"22 03 08 21"
"580","22","03","08","22",0,"22 03 08 22"
"581","22","03","08","23",0,"22 03 08 23"
"582","22","03","09","00",0,"22 03 09 00"
"583","22","03","09","01",0,"22 03 09 01"
"584","22","03","09","02",0,"22 03 09 02"
"585","22","03","09","03",0,"22 03 09 03"
"586","22","03","09","04",0,"22 03 09 04"
"587","22","03","09","05",0,"22 03 09 05"
"588","22","03","09","06",12,"22 03 09 06"
"589","22","03","09","07",5,"22 03 09 07"
"590","22","03","09","08",14,"22 03 09 08"
"591","22","03","09","09",33,"22 03 09 09"
"592","22","03","09","10",23,"22 03 09 10"
"593","22","03","09","11",13,"22 03 09 11"
"594","22","03","09","12",4,"22 03 09 12"
"595","22","03","09","13",8,"22 03 09 13"
"596","22","03","09","14",0,"22 03 09 14"
"597","22","03","09","15",0,"22 03 09 15"
"598","22","03","09","16",1,"22 03 09 16"
"599","22","03","09","17",1,"22 03 09 17"
"600","22","03","09","18",2,"22 03 09 18"
"601","22","03","09","19",0,"22 03 09 19"
"602","22","03","09","20",0,"22 03 09 20"
"603","22","03","09","21",0,"22 03 09 21"
"604","22","03","09","22",0,"22 03 09 22"
"605","22","03","09","23",0,"22 03 09 23"
"606","22","03","10","00",0,"22 03 10 00"
